Title,Article_body,section_value
India vs South Africa 2nd Test: Rohit Sharma faces critical decisions as Team India aims to bounce back against South Africa,"NEW DELHI: As Team India looks to level the series against South Africa in the second Test starting on Wednesday, captain Rohit Sharma faces crucial decisions to rejuvenate the team's prospects. After a disappointing defeat at Centurion, Sharma needs to carefully choose his bowling options and address the batting vulnerabilities exposed by the South African pace attack.Key all-rounder Ravindra Jadeja is set to make a comeback, providing the much-needed balance to the middle-order batting and contributing with steady overs. However, Sharma's critical decision lies in selecting the third and fourth fast bowlers, with Prasidh Krishna and Shardul Thakur under scrutiny. While Prasidh lacks experience in Test cricket, Shardul's bits and pieces talent may not be sufficient on most days.The top-order batters, Yashasvi Jaiswal, Shubman Gill, and Shreyas Iyer, struggled against the bouncer barrage in the first Test, emphasizing the importance of batting depth. Shardul's inclusion provides an assumption of depth on paper, but Sharma must weigh the trade-offs.With one loss and one draw in three Tests in the new World Test Championship cycle, India are desperate for a win. However, the picturesque Newlands ground, where they have lost four of their previous six games, poses a significant challenge.Sharma, still reeling from India's World Cup final defeat and the recent Test loss, will seek redemption at Newlands. The skipper's tactical acumen will be under scrutiny, and his decisions on the playing XI could shape India's response.The toss is expected to be crucial at Newlands, where the pitch promises to be a batting paradise with little assistance for spinners. Jadeja's return is likely to see the exclusion of Ravichandran Ashwin.Sharma's most significant decision will be whether to stick with his specialist batters or introduce fresh faces like Mukesh Kumar and Avesh Khan. The two rookies, with limited Test experience, might provide a stronger challenge and inject some unpredictability into the bowling attack.As South Africa boast a formidable batting lineup, featuring Elgar, Markram, de Zorzi, Petersen, and Bedingham, the new ball overs will be vital for India. Bumrah's performance, coupled with favorable weather conditions, will be key to India's bowling strategy.While the bowlers need to step up, Sharma, the batter, also needs to rediscover his form. Facing the formidable Kagiso Rabada and Lungi Ngidi won't be easy, and Sharma must out-think these accomplished bowlers.The second Test at Newlands presents a critical juncture for Rohit and his team. The captain's decisions on the playing XI, coupled with an improved batting performance, will be pivotal as Team India seeks to bounce back and remain consequential in the World Test Championship.Teams (from):India: Rohit Sharma (captain), Yashashvi Jaiswal, Shubman Gill, Virat Kohli, Shreyas Iyer, KL Rahul (wk), Ravindra Jadeja, Shardul Thakur, Jasprit Bumrah, Mohammed Siraj, Avesh Khan, Prasidh Krishna, Ravichandran Ashwin, Kona Bharat, Abhimanyu Easwaran.South Africa: Dean Elgar (captain), Aiden Markram, Tony de Zorzi, Keegan Petersen, David Bedingham, Kyle Verreynne (wk), Marco Jansen, Kagiso Rabada, Lungi Ngidi, Nandre Burger, Keshav Maharaj, Wiaan Mulder, Zubayr Hamza, Tristan Stubbs.Match starts at 2 pm IST.BCCI ends speculations, retains Rahul Dravid as India's head coach alongside support staff(With inputs from PTI)Explore Your Financial Landscape with Personalized Credit Insights.",Sports
,,Sports
,,Sports
,,Sports
,,Sports
,,Sports
,,Sports
,,Sports
,,Sports
,,Sports
,,Sports
,,Sports
,,Sports
,,Sports
,,Sports
,,Sports
,,Sports
,,Sports
,,Sports
,,Sports
"Sri Lanka name different captains for Test, ODI and T20 sides","COLOMBO: Sri Lanka Cricket selectors Wednesday named different captains for the Test, one-day international and Twenty20 sides ahead of tours by Zimbabwe and Afghanistan.Batting all-rounder Dhananjaya de Silva, 32, will be Test skipper while Kusal Mendis, 28, will lead the ODI team and Wanidu Hasaranga, 26, will captain the Twenty20 squad.It is the first time that Sri Lanka will have separate skippers for all three formats.""I would have preferred to have the same captain for all three formats,"" chief selector Upul Tharanga told reporters in Colombo.""But we are unable to do that at the moment with the players we have.""Selectors had resolved to retain Mendis through to the next ODI World Cup in 2027, Tharanga said, despite finishing second from bottom at last year's showpiece in India.Mendis took over after the last-minute injury withdrawal of Dasun Shanaka and Tharanga said Shanaka had not considered for the captaincy due to performance issues over the past two years.Hasaranga will lead the side for the T20 World Cup starting in June in the West Indies and United States.The latest selection announcement came ahead of white ball series against Zimbabwe starting Saturday.Following that Sri Lanka will host Afghanistan for three T20s, three ODIs and one Test match.Sri Lanka ODI squad to play Zimbabwe: Kusal Mendis (captain), Charith Asalanka, Pathum Nissanka, Avishka Fernando, Sadeera Samarawickrama, Sahan Arachchige, Maheesh Theekshana, Dilshan Madushanka, Dushmantha Chameera, Dunith Wellalage, Pramod Madushan, Jeffrey Vandersay, Akila Dananjaya, Wanidu Hasaranga. Explore Your Financial Landscape with Personalized Credit Insights.",Sports
2nd Test: India reach 111/4 at tea after dismissing South Africa for 55,"CAPE TOWN: A career-best six-wicket haul from Mohammed Siraj helped India dismiss South Africa for a lowly 55 before the visitors raced to 111 for 4 at tea on the opening day of the second Test here.India lead the Proteas by 56 runs despite losing the top order. The pitch isn't the easiest for batting and the match could end well inside three days if not two.In a straight spell of nine overs, Siraj picked six for 15 as the South African batters made a beeline back to the dug-out, unable to counter the disconcerting bounce and the movement, both inward and outward, that he extracted off the surface.It was also South Africa's lowest total in Test cricket since their readmission into international cricket in 1991.However the Indian batters also didn't fare any better against the awkward angle and steep bounce generated by the new Proteas left-arm speedster Nandre Burger (3/42).Rohit Sharma (39 off 50 balls) and Shubman Gill (36 off 55 balls) hit a dozen of boundaries between them but talented duo of Yashasvi Jaiswal (0) and Shreyas Iyer (0), from the famed “Khadoos School of Mumbai Cricket” didn't trouble the scorers, after once again being exposed for technical ineptitude.A Special SpellBefore Siraj's special effort, the only Indian in country's 92 year Test history to take five wickets before lunch was left-arm spinner Maninder Singh, who achieved the feat against Pakistan in Bengaluru back in 1986-1987.On a humid Wednesday morning, South African batters found what a great leveller the game of cricket is with Siraj ripping the heart out of the Proteas batting with a masterclass of pace, swing and seam movement. The Proteas innings ended in just 23.2 overs.David Bedingham (12) and Kyle Verreynne (15) were the only two batters to hit the double digits as the South African supporters in stands were stunned into silence.Jasprit Bumrah (2/25 in 8 overs) also kept the pressure from the other end as Indian skipper Rohit Sharma kept his promise of making opposite number Dean Elgar's life miserable in his farewell Test.Mukesh Kumar (2/0) also wrapped the tail up and proved that he is way better than a bits and pieces Shardul Thakur in these conditions.Having been pilloried for conceding 400 plus runs in the heavy defeat at the Centurion, even the biggest of Indian supporters wouldn't have envisaged such a roaring comeback from the bowlers.Siraj kept the ball on fuller lengths between 4-6 metres and with bounce got most balls to jag back in.From the other end, Bumrah hit the back of length area as Rohit set completely attacking fields, albeit of different nature.When Siraj bowled initially, there was a leg-slip placed while for Bumrah, Rohit himself stood at short leg.The procession started with Aiden Markram going on a ‘fishing expedition' to a delivery that moved in air and shaped away with the opener closing his bat face. Yashasvi Jaiswal took a fantastic catch at third slip to send back Markram.The stodgy Elgar played one to his stumps off Siraj who angled one across on fuller length, not giving him enough room to play the cut shot.Bumrah got young Tristan Stubbs into a tangle and the simple catch was gobbled up by skipper at short-leg.Tony De Zorzi's affinity to whip balls off the hips was exploited as he was caught down the leg-side.Unlike Centurion, there were plans in place and David Bedingham, who was fed on the backfoot in the first Test, was enticed to go for a drive on length and extra bounce did the trick.Once Marco Jansen edged Siraj to give him his fifth scalp, one knew that South Africa would have one of their most embarrassing mornings since return to international cricket.Explore Your Financial Landscape with Personalized Credit Insights.",Sports
Watch: David Warner gets 'Guard of Honour' from Pakistan players in his farewell Test in Sydney,"NEW DELHI: Australian batter David Warner received a 'Guard of Honour' from Pakistan players as he stepped out to bat on the first day of the third and final Test match in Sydney. This special acknowledgment took place as Warner is playing his farewell Test at the Sydney Cricket Ground, his home turf. Warner, the left-handed batsman, has amassed a remarkable total of 8,695 runs in 111 Test matches at an average of 44.58.This impressive record comprises 26 centuries. Notably, his highest individual score of an unbeaten 335 runs was achieved against Pakistan in 2019. Warner's consistent and prolific performances have solidified his position as a key contributor to Australian cricket over the course of his Test career.In the current Test series, Warner has demonstrated his batting prowess by accumulating 208 runs in the two matches, maintaining an impressive average of 52. Among the top run-scorers in the series, he holds the second-highest position, with Mitchell Marsh leading the charts. Marsh has amassed a notable 290 runs at an outstanding average of 96.67 across the two matches, making valuable contributions to his team's success in the series.Pakistan skipper Shan Masood won the toss and opted to bat in the Sydney Test. The team posted a total of 313 runs in the first innings. Mohammad Rizwan emerged as the top scorer with a resilient 88 runs off 103 balls, featuring 10 fours and two sixes. Aamer Jamal, the all-rounder, played a crucial innings, contributing 82 runs from 97 balls, including nine fours and four sixes.Australia's skipper Pat Cummins displayed exceptional bowling skills, claiming five wickets in his spell of 18 overs while conceding 61 runs. Left-arm seamer Mitchell Starc also made an impact with two wickets in his 16 overs, giving away 75 runs. Josh Hazelwood, Nathan Lyon, and Mitchell Marsh each secured a wicket.In response, Australia batted for a single over on the first day, with openers David Warner and Usman Khawaja taking the crease. Warner, in his farewell Test, made an immediate impact by scoring a four off the first ball he faced, bowled by off-spinner Sajid Khan. At the conclusion of the first day's play, Australia reached six without any loss of wickets.(With ANI inputs)Explore Your Financial Landscape with Personalized Credit Insights.",Sports
2nd Test: Mohammed Siraj's career-best 6/15 helps India bowl South Africa out for 55 at lunch on Day 1,"NEW DELHI: A menacing Mohammed Siraj picked up career-best figures of 6 for 15 as South Africa skittled to 55 all out in the morning session on Day 1 of the Cape Town Test. The pacer wreaked havoc with the new ball as only a couple of Proteas batters managed double-digit scores amid a horrifying collapse.Pacers Jasprit Bumrah and Mukesh Kumar provided Siraj with perfect support, grabbing a couple of wickets each as South Africa folded inside 24 overs. Siraj conceded just 15 runs from his nine overs as he triggered an abject surrender from South African batters on a pace-bowling friendly pitch.At the time their captain Dean Elgar described the pitch as an ""interesting wicket with a few snakes in it"", but there was also some poor shot selection from the hosts.  India’s seamers have been able to get movement off the wicket, but there is also variable bounce at a venue where there has been some low scores.  New Zealand were bowled out for 45 in 2013 and Australia for 47 in 2011.  South Africa’s previous lowest innings total against India in tests was 79 at Nagpur in 2015. At home it was 130 at the same Newlands venue in 2018.  Siraj found the right line immediately and had Aiden Markram (2) caught by Yashasvi Jaiswal at third slip. Home captain Elgar (4), in his last test before retirement, chopped onto his stumps.  Jasprit Bumrah (2-25) had debutant Tristan Stubbs (3) caught at short leg, before South Africa were 15-4 when Tony de Zorzi (2) was caught by wicketkeeper KL Rahul with a strangle down the legside off Siraj.  David Bedingham (12) looked the one batter who was composed at the wicket before he misjudged a Siraj delivery that leapt off the surface and he was grabbed by Jaiswal.  Kyle Verreynne (15) and Marco Jansen (0) were also victims of the seamer's unerring line and length, before Keshav Maharaj (3) became a first wicket in the match for seamer Mukesh Kumar (2-0) as the visitors ran through the tail.  South Africa won the first test in Pretoria by an innings and 32 runs.Brief Scores:South Africa: 55 all out in 23.2 overs (Kyle Verreynne 15; Mohammed Siraj 6/15).(With inputs from Reuters)Explore Your Financial Landscape with Personalized Credit Insights.",Sports
"Nato to help buy 1,000 Patriot missiles to defend allies as Russia ramps up air assault on Ukraine","BRUSSELS: Nato announced Wednesday that it would help buy up to 1,000 Patriot missiles so that allies can better protect their territory as Russia ramps up its air assault on Ukraine.Natoâs Support and Procurement Agency said it will support a group of nations, including Germany, the Netherlands, Romania and Spain, in buying the Patriots, which are used to defend against cruise and ballistic missiles as well as enemy aircraft.According to industry sources, the contract could be worth around $5.5 billion.The purchase could help allies free up more of their own defense systems for Ukraine. The agency said that âother user nations are expected to benefit from the conditions of the contract,â without elaborating.âRussian missile and drone attacks on Ukrainian civilians, cities and towns show how important modern air defenses are,â Nato Secretary-General Jens Stoltenberg said in a statement. âScaling up ammunition production is key for Ukraineâs security and for ours.âAs an organization, Nato provides only non-lethal support to Ukraine, but its members send weapons and ammunition individually or in groups.Russia's latest round of attacks began Friday with its largest single assault on Ukraine of the conflict, which has bogged down into a grinding winter war of attrition along the 1,000-kilometer (620-mile) front line. More than 40 civilians have been killed since the weekend.Ukraineâs two largest cities came under attack early Tuesday from Russian missiles that killed five people and injured as many as 130, officials said, as the war approaches its two-year mark.Explore Your Financial Landscape with Personalized Credit Insights.",World
Israel ready 'for any scenario' after strike kills Hamas deputy in Lebanon,"Israel kept bombing Gaza on Wednesday after the army warned it is ready for ""any scenario"" following a drone strike in Lebanon which killed the deputy leader of the Palestinian militant group Hamas, stoking fears of a regional escalation.Although Israel did not claim the Beirut assassination on Tuesday evening, it was widely assumed to be behind the killing of Saleh al-Aruri, 57, the political number two of its enemy Hamas and one of the founders of the Islamist group's military wing. After Aruri and six other militants were killed in the attack, Israeli army spokesman Daniel Hagari said the military was in a ""very high state of readiness in all arenas"" and ""highly prepared for any scenario"".The Israeli armed forces again bombed Gaza targets overnight, including in the crowded southern city of Rafah where eyewitnesses said survivors flocked to Al-Najjar Hospital to mourn the dead, including a child.Israel has vowed to destroy Hamas after the militant group's bloody October 7 attack and has launched a relentless military campaign in Gaza that has claimed over 22,000 lives, according to the territory's health ministry.Israel has labelled Hamas's Gaza leader Yahya Sinwar a ""dead man walking"" and vowed to also kill other commanders of the Islamist movement considered a ""terrorist"" group by the United States and European Union.Amid the almost three-month-old war, Israel has traded almost daily cross-border fire with the Lebanese armed group Hezbollah, an Iranian-backed ally of Hamas, while so far avoiding a full-scale war.Maha Yahya of think tank the Carnegie Middle East Center told that Aruri's killing was ""a significant escalation"" but added: ""I don't think Hezbollah will be willing to drag Lebanon into a major conflict at this particular moment and time given the situation regionally"".Violence has also flared with other militant groups in the Iran-led ""Axis of Resistance"", including in Syria, Iraq and Yemen, where Huthi rebels have attacked cargo vessels in the Red Sea, a key shipping lane for world trade.Iran's Foreign Minister Hossein Amir-Abdollahian condemned the ""cowardly"" Beirut strike and said it proved that Israel ""has not achieved any of its goals after weeks of war crimes, genocide and destruction in Gaza and the West Bank of Palestine, despite the direct support of the White House"".'Dangerous development'Hezbollah vowed Aruri's killing would not go unpunished and labelled it ""a serious assault on Lebanon... and a dangerous development"".The Shiite Muslim group's leader Hassan Nasrallah, who has lived in hiding for years, was due to deliver a televised address on Wednesday evening.Lebanese Prime Minister Najib Mikati charged that the killing ""aims to draw Lebanon"" deeper into the war, while French President Emmanuel Macron urged Israel to ""avoid any escalatory attitude, particularly in Lebanon"".In the Israel-occupied West Bank -- the Palestinian territory where Aruri was born, and which has seen an upsurge in violence since October 7 -- the Palestinian Authority called a general strike to mourn his death.Palestinian prime minister Mohammad Shtayyeh also condemned the killing and warned of its ""risks and consequences"".The Gaza war started after the Hamas attack on Israel killed around 1,140 people, most of them civilians, according to an AFP tally based on official Israeli figures.Militants also took around 250 hostages back to Hamas-ruled Gaza, 129 of whom remain in captivity, according to Israeli figures.In response to deadliest attack in its history, Israel launched a relentless offensive on Gaza that has reduced vast swathes of the territory to rubble.Most of its 2.4 million people have been displaced and forced south, where many now live in crowded shelters and tents.UN agencies have warned of a spiralling humanitarian crisis. But the war has raged unabated despite efforts towards a new ceasefire like the week-long truce in late November that allowed the release of more than 100 hostages.'We both now have nothing'Another strike, on the Nuseirat refugee camp in central Gaza on Tuesday, again saw Palestinians rush to rescue victims and retrieve bodies from the rubble.""There are about 12 martyrs so far, mostly children,"" said bereaved resident Ghazi Darwish. ""What was their fault? Among them my one-month-old son, what did he do to Israel? My other son is five years old, he was also martyred.""Further south in Khan Yunis, the Palestinian Red Crescent said Israel had twice struck its headquarters, killing five people, on Tuesday.The head of the World Health Organization, Tedros Adhanom Ghebreyesus, deplored the strikes as ""unconscionable"" and said ""Gaza's health system is already on its knees"".Israelis have meanwhile expressed deep concern for the remaining hostages inside Gaza, who are believed to be held in tunnels amid the ongoing combat and bombardment. One former hostage, Ruti Munder, 78, from the Nir Oz kibbutz that was devastated in the Hamas attack, reflected on her 50 days in captivity in The New York Times.She recounted how Hamas gunmen killed her son and kidnapped her along with her daughter, grandson and her husband, who remains missing.Inside Gaza, Munder wrote, she was kept ""in a small room on the second floor of a hospital"", guarded by a man who had told her that, without Hamas, ""he would have had no money or opportunities"".""The bitter irony is that because of Hamas, we both now have nothing,"" she wrote, adding: ""I hope our two peoples can finally live in peace, side by side. And I know that if Hamas remains in power, that will never happen.""Explore Your Financial Landscape with Personalized Credit Insights.",World
Ex-Pakistan PM Imran Khan charged with contempt of electoral watchdog: Lawyer,"KARACHI: Former Pakistan prime minister Imran Khan was charged on Wednesday with contempt of the electoral commission, his lawyer Naeem said, a move related to allegations he made derogatory remarks about the chief election commissioner.The 71-year-old former cricket star has been embroiled in political and legal battles since he was ousted as prime minister in April 2022.He has not been seen in public since he was jailed for three years in August for unlawfully selling state gifts while in office from 2018 to 2022.""The Election Commission indicted Imran Khan in the absence of lawyers,"" Khan's lawyer Haider Panjutha wrote on social media platform X.The Election Commission of Pakistan (ECP) initiated contempt proceedings against Khan and other former leaders of his Pakistan Tehreek-e-Insaf (PTI) party, saying Khan and his colleagues had made ""derogatory and contemptuous remarks against the Chief Election Commissioner of Pakistan and used intemperate and insulting language.""Khan, who is widely seen as the country's most popular leader, denies all charges against him and says he is being by hounded by the powerful military, which wants to keep him out of the polls due next month. The military denies this.Last week, a high court refused to suspend Khan's disqualification from contesting the elections.Separately, a Pakistan court on Wednesday ruled that Khan's party will not be allowed to use its traditional election symbol of a cricket bat in the February elections, Panjutha said.The electoral body last month declared that PTI intra-party elections in December were void. The party had needed to hold those elections in order to retain the symbol. The PTI challenged that decision in court and got a stay order before Wednesday's decision to continue with the ECP's earlier decision.Khan's party plans on challenging the decision at the Supreme Court of Pakistan, PTI leader Barrister Gohar Ali Khan said on Wednesday, adding the party will not boycott elections. Explore Your Financial Landscape with Personalized Credit Insights.",World
Controversial Ugandan pastor shot in 'murder attempt',"KAMPALA: An influential Ugandan pastor and outspoken supporter of President Yoweri Museveni was hospitalised after a shooting attack which killed his bodyguard, police said Wednesday.Aloysius Bugingo was shot on Tuesday evening when ""unidentified assailants opened fire on (his) vehicle... before swiftly escaping the scene on a motorcycle"", said Ugandan police.They said an investigation had been launched into ""the attempted murder of Pastor Aloysius Bugingo...and the unfortunate killing of his bodyguard, Muhumuza Richard.""Muhoozi Kainerugaba, the son of Museveni who is seen as the president's potential successor, said he had spoken with ""our strong supporter"" Bugingo, adding ""and he is well"".""He got slightly wounded in his left shoulder,"" he posted on X, formerly Twitter, calling the attack ""heinous"".Bugingo is a controversial figure in Uganda, where he is head of the House of Prayer Ministries -- one of the most influential Pentecostal churches in the religious East African country.He also has his own television and radio channels, which he uses to give unconditional support for Museveni, who has ruled Uganda since 1986.""Despite sustaining injuries during the attack, Pastor Aloysius Bugingo managed to transport the vehicle to Mulago Hospital,"" police added.""Regrettably, his bodyguard, Muhumuza Richard, succumbed to the assault and was confirmed dead upon arrival at the hospital.""They said Bugingo was ""undergoing medical treatment and is under close monitoring.""Bugingo's support for the president -- and more recently Kainerugaba, too -- regularly attracts wrath from the opposition, who the pastor in turn openly criticises in sermons.Explore Your Financial Landscape with Personalized Credit Insights.",World
UN experts sound alarm over planned first US execution by nitrogen gas,"GENEVA: United Nations experts on Wednesday called on US authorities not to go ahead with the planned execution of an inmate by nitrogen hypoxia, saying the method may subject him to ""cruel, inhuman or degrading treatment or even torture"".Kenneth Smith, convicted for a murder-for-hire committed in 1988, is scheduled to be executed in the US state of Alabama on Jan 25 using the method, which is intended to deprive him of oxygen by using a face mask connected to a cylinder of nitrogen. Smith, 58, is one of only two people alive in the US to have survived an execution attempt after Alabama botched his previously scheduled execution by lethal injection in November 2022 when multiple attempts to insert an intravenous line into a vein failed. ""This will be the first attempt at nitrogen hypoxia execution,"" four UN Special Rapporteurs said in a statement, saying the method could cause ""grave suffering"" and likely be at odds with the prohibition on torture and other cruel, inhuman or degrading punishment. ""We are concerned that nitrogen hypoxia would result in a painful and humiliating death."" Smith's lawyers have said the untested gassing protocol may violate the US Constitution's ban on ""cruel and unusual punishments"", and have argued a second attempt to execute him by any method is unconstitutional. Most US executions are carried out using lethal doses of a barbiturate, but some states have struggled to obtain the drugs because of a European Union law banning pharmaceutical companies from selling drugs that can be used in executions to prisons.Explore Your Financial Landscape with Personalized Credit Insights.",World
"Hong Kong prosecutors allege democracy publisher Jimmy Lai urged protests, sanctions against China","HONG KONG: Prosecutors on Wednesday alleged that Hong Kong activist and publisher Jimmy Lai had encouraged the city's residents to protest and urged the U.S. to take action against the ""oppressive"" Chinese authorities in Beijing. The 76-year-old media tycoon, who founded the now-defunct Apple Daily newspaper, was arrested in 2020 during a crackdown on massive pro-democracy protests that rocked Hong Kong in 2019.The central government in Beijing responded by imposing a sweeping national security law aimed at stamping down opposition. Lai has been in jail for over three years. Lai's national security trial is being closely watched by foreign governments, business professionals and legal scholars. Many view it as a trial of the city's freedoms and a test for judicial independence in the Asian financial hub. Lai has pleaded not guilty to two charges of conspiring to collude with foreign countries and another count of conspiring to publish seditious material. He smiled at family members as he entered the court Wednesday and put his hands together to show appreciation to supporters in the public gallery. One supporter shouted ""Hang in there!"" and was hushed by guards. Prosecutor Anthony Chau on the fifth day of the trial presented what he said were Lai's instructions to senior management and editors at Apple Daily to come up with ways to urge the Hong Kong public to protest a proposed extradition bill in 2019.  The bill, which was later withdrawn following protests, could have allowed suspects to be extradited from Hong Kong to mainland China, where Communist Party-dominated courts are accused of handing down convictions based on political considerations and using coerced confessions. Prosecutors submitted 31 pieces of allegedly seditious content published on Apple Daily, including articles and commentaries as well as pages urging people to protest. Some of the material even advocated for violence in the protests, the prosecution argued. In his commentaries, Lai alleged that the Chinese Communist Party sought to control Hong Kong via ""electronic means and totalitarian machines,"" Chau said. Lai had allegedly also given instructions to Apple Daily to introduce English content for the purpose of asking foreign countries to engage in sanctions against China and Hong Kong, the prosecution said. WhatsApp messages purportedly showing that Lai had instructed editors to only concentrate on the ""yellow"" viewpoint - the color of the pro-democracy camp and the ""voice that the world wants to know"" - were also shown to the court. Garnering support from political leaders such as former U.S. Vice President Mike Pence, former Secretary of State Mike Pompeo as well as Sen. Marco Rubio via subscription to the English service would be a ""protection"" for Apple Daily, Lai had allegedly said in his messages. Hong Kong is a former British colony that returned to China's rule in 1997 under a promise the city would retain its Western-style civil liberties for 50 years. That promise has become increasingly threadbare since the introduction of the security law, which has led to the arrests and silencing of many leading pro-democracy activists. The governments of both Hong Kong and China have hailed the law for bringing back stability to the city. Hong Kong, once seen as a bastion of media freedom in Asia, ranked 140th out of 180 countries and territories in Reporters Without Borders' latest World Press Freedom Index. The group said the city had seen an ""unprecedented setback"" since 2020, when the security law was imposed.Explore Your Financial Landscape with Personalized Credit Insights.",World
Poland urges long-range missiles for Ukraine following deadly strikes,"WARSAW: The Polish foreign minister on Wednesday called on allies to deliver long-range missiles to Ukraine to help Kyiv target ""launch sites and command centres"" amid a new wave of Russian attacks.A barrage of deadly missile strikes on Tuesday hit residential buildings in Ukraine's capital Kyiv and the northeastern city of Kharkiv with five dead and dozens of civilians wounded.On Wednesday, Poland's top diplomat Radoslaw Sikorski said on social media that the West should respond ""in language that Putin understands"".He urged allies to provide Kyiv with ""long-range missiles that will enable it to take out launch sites and command centres"".Poland is among Ukraine's staunchest allies, with the new administration in Warsaw doubling down on political support to the neighbouring country. Sikorski also said the response to Russia pummelling Ukraine should include ""tightening"" of Western sanctions against Moscow so that it ""cannot make new weapons with smuggled components"".Appointed in December as Poland's foreign minister in the new pro-EU government, Sikorski chose Ukraine for his first visit abroad, where he said the West should ""mobilise"" its economy to arm Ukraine.Explore Your Financial Landscape with Personalized Credit Insights.",World
"Tokyo runway collision: Japan Airlines plane catches fire at Haneda airport, all passengers evacuated; 5 crew members found dead on Coast Guard plane","NEW DELHI: All 379 people on board a Japan Airlines plane miraculously survived a devastating fire following a collision with a Coast Guard aircraft at Tokyo's Haneda airport on Tuesday.However, five out of the six crew of the coast guard aircraft were found dead in the crash, while the captain escaped, a Coast Guard spokesperson said. ""Regarding the coast guard plane, we have been informed that the captain escaped and five people were confirmed dead,"" Japanese transport minister Tetsuo Saito told reporters.NHK's live broadcast showed the Japan Airlines Airbus A350 bursting into flames as it slid across the tarmac post-landing, eventually being consumed by fire despite intense firefighting efforts.Miraculously, all 367 passengers and 12 crew members were successfully evacuated.Japan Airlines plane catches fire on runway after colliding with coast guard aircraft at Tokyo's Haneda airportSocial media was abuzz with harrowing images and videos of passengers in panic inside the smoke-engulfed cabin, later running across the runway from the blaze.The Coast Guard said that the collision involved its aircraft that was headed to Niigata airport on Japan's west coast, carrying aid for the victims of the recent New Year's Day earthquake, which resulted in at least 48 fatalities.A Japan Airlines spokesperson said that the flight had originated from Shin-Chitose airport in Hokkaido.In response to the incident, Japanese Prime Minister Fumio Kishida directed pertinent agencies to quickly evaluate the situation and keep the public informed, as per his office.Following the crash, Haneda airport has temporarily shut down all its runways, as reported by an airport spokesperson.Haneda, being one of Japan's busiest airports, sees high traffic, especially during the New Year holidays.(With inputs from agencies)Explore Your Financial Landscape with Personalized Credit Insights.",World
,,World
US military launches secretive X-37B robot spaceplane on mysterious high-orbit mission,"In a significant development for US military space operations, the secretive X-37B robot spaceplane was launched from Florida on Thursday night. This marks its seventh mission and the first to be launched atop a SpaceX Falcon Heavy rocket, potentially reaching higher orbits than ever before.Driving the newsThe Falcon Heavy, the most powerful operational rocket in the world, lifted off from NASAâs Kennedy Space Center in Florida in a dazzling display of fire and smoke.The launch was delayed for more than two weeks due to bad weather and technical issues, but finally went ahead after a smooth countdown and liftoff.The X-37B, a reusable, uncrewed spacecraft that looks like a mini space shuttle, is operated by the US Space Force for classified missions that test new technologies and conduct experiments in orbit.The X-37B has flown six previous missions since 2010, each lasting longer than the previous one. The last mission, which ended in October 2021, set a record of 908 days in space.The X-37Bâs current mission, dubbed OTV-7, is the first to launch on a Falcon Heavy rocket, which has three times the thrust of the Falcon 9 rocket that carried the previous mission.The Falcon Heavy could enable the X-37B to reach a higher orbit than before, possibly as high as geosynchronous orbit, where satellites stay over the same point on Earth. The X-37B has previously flown in low-Earth orbit, at altitudes of up to 1,200 miles (2,000 km).The big pictureThe X-37B, a Boeing-built vehicle resembling a miniature space shuttle, has been a cornerstone of the US military's foray into reusable space technology.Its previous missions, primarily in low-Earth orbit, have been shrouded in secrecy, focusing on testing new technologies and conducting various experiments. The use of SpaceX's Falcon Heavy rocket for this mission highlights a crucial collaboration between the US military and private space industry, showcasing significant advancements in rocket technology and payload delivery.Why it mattersThe X-37B's latest mission underscores the growing strategic importance of space in national security and technological advancement. Its ability to reach higher orbits and potentially venture near the moon represents a significant leap in capabilities, reflecting the intensifying space race, particularly in the context of US-China rivalry. This mission could pave the way for new forms of space-based surveillance, communication, and other classified operations.What they are sayingThe Pentagon has remained tight-lipped about the specific objectives of the X-37B's latest mission, only stating that it will test ""new orbital regimes and future space domain awareness technologies.""""Maybe this thing's going go out toward the moon and drop off a payload,"" said Bob Hall, director of space traffic monitoring firm COMSPOC, who analyzes the trajectories of orbital objects. The closer the spacecraft flies to the moon, the more difficult it could be to safely return to Earth.There was no official word as to whether the X-37B made it to its intended initial orbit following launch.Industry analysts and space enthusiasts are speculating that the spacecraft might be headed for a highly elliptical orbit or even towards the moon, a region increasingly of interest to the Pentagon.The mission also includes a NASA experiment to study the effects of space radiation on plant seeds, indicating a broader scope of research that could benefit future long-duration space mission.What to watch out forAs the X-37B embarks on its latest journey, the mission's secrecy and potential for higher-orbit operations add a new dimension to space exploration and military capabilities. With the US and China both advancing their respective space technologies, the X-37B's mission could be a critical step in determining the future dynamics of space exploration and security. China's equally secretive Shenlong was carried to space on December 14 by a Long March 2F rocket, a launch system less powerful than SpaceX's Falcon Heavy and believed to be limited to delivering payloads to low-Earth orbit.Still, Space Force General B Chance Saltzman told reporters at an industry conference earlier this month he expected China to launch Shenlong around the same time as the X-37B flight in what he suggested was a competitive move.""These are two of the most watched objects on orbit while they're on orbit. It's probably no coincidence that they're trying to match us in timing and sequence of this,"" Saltzman said, according to remarks published in the journal Air & Space Forces Magazine.The duration and outcomes of this mission will be closely watched by governments and space agencies worldwide, eager to understand the evolving landscape of space operations and technology.(With inputs from agencies)Explore Your Financial Landscape with Personalized Credit Insights.",World
