Title,Article_body,section_value
"Aamir Khan plants a sweet kiss on ex-wife Kiran Rao’s cheek at Ira Khan-Nupur Shikhare’s wedding, watch inside videos","Aamir Khan’s daughter Ira Khan got married to fitness trainer Nupur Shikhare at a five-star hotel in Mumbai yesterday. In contrast to other Bollywood weddings, this was quite an unusual one, where the baraat arrived with the groom sporting athleisure wear. He jogged his way to the venue, and later danced to some music on the dhol. The registration ceremony took place with Nupur wearing a vest and shorts. Ira also made for a simple and elegant bride, who ditched the stilettos and rather opted for Jodhpuri chappals. Aamir maintains a healthy relationship with both his ex-wives, Ira’s mother Reena Dutta, and filmmaker Kiran Rao, with whom he has son Azad Rao Khan. At the wedding, Aamir kissed Kiran on the cheek, and a video of the sweet moment was widely shared on social media. Watch these videos from the wedding right here:     A post shared by Varinder Chawla (@varindertchawla)     A post shared by Varinder Chawla (@varindertchawla)    Also Read: Groom Nupur Shikhare jogs to wedding venue to marry Ira Khan. Watch     A post shared by Spice (@spicesocial)     A post shared by Varinder Chawla (@varindertchawla)  Along with Aamir, Reena and Kiran, his sons Junaid Khan and Azad Rao Khan, at the wedding. It surely made for one happy moment with lots of amazing memories. While the wedding was a sweet affair, it was also reported that the couple did not accept any gifts from the guests.     A post shared by Varinder Chawla (@varindertchawla)     A post shared by Varinder Chawla (@varindertchawla)     A post shared by Varinder Chawla (@varindertchawla) //www.instagram.com/embed.js Some highlights of the night were Aamir Khan kissing Kiran Rao on the cheek to all of them posing as one happy family.     A post shared by Varinder Chawla (@varindertchawla)       A post shared by Varinder Chawla (@varindertchawla)  If reports are to be believed, Ira and Nupur might have a grand three-day celebration in Udaipur. Ahead of this ceremony last night, the newly married couple also had a sweet and traditional haldi ceremony a day prior where all were seen decked up in a Maharashtrian avatar. Indian Express Entertainment is now on WhatsApp Channels. Follow us for the latest news, interviews, reviews, photos and more. For those who don’t know, Ira met Nupur during the lockdown and the couple got engaged last year in November. Click for more updates and latest Bollywood news along with Entertainment updates. Also get latest news and top headlines from India and around the world at The Indian Express.",World
"Janhvi Kapoor recalls ‘howling’ when she got the call about Sridevi’s death, reveals sister Khushi hasn’t cried since that day: ‘She started comforting me’","When veteran actor Sridevi passed away in February 2018, it was a shock to her family and fans, as she appeared healthy and was only 54 at the time. Janhvi and Khushi, her two daughters, recently appeared on the latest episode of Koffee with Karan and opened up about the day Sridevi passed away. Janhvi recalled that she got the call when she was in her room, and as soon as she hung up, she could hear her sister crying in the room next door. “When I got the call, I was in my room, and I could hear wailing from Khushi’s room, and I think I barged into her room howling and crying. But what I do remember is, she looked at me and the minute she looked at me, she stopped crying. She just stopped crying. She sat next to me and started comforting me. And I have never seen her cry about it since,” Janhvi shared emotionally. Khushi said that even though she is the youngest, she felt like she had to “hold it together” for her family. “I think I felt like I had to hold it together for everyone because I feel like I have always been the strong one,” she shared as Karan said that this was a “tough burden to take at your age.” The sisters also shared that when they “get emotional about things, they don’t show it to each other.” The Archies actor was 18 when Sridevi passed away, and she said that it took her a while to accept her new reality. “It took me a while when it happened to kind of accept it. I think it did suddenly hit me after a while but I was a little confused I don’t know. But I had Janhvi, I had Dad so they were just kind of there to help me,” she said. ALSO READ | How would Dil Chahta Hai’s Sid, Sameer and Akash be had Instagram existed? Farhan Akhtar answers Karan mentioned reading an old interview of Sridevi, where the late actor had shared that Khushi was “more emotionally equipped” to be in the film industry than Janhvi, implying that even though Khushi was younger, she was more emotionally mature. “The dynamics have changed so much since she has passed. She is equally my baby and my mom at times. And I am equally her baby and her mom at times,” Janhvi said as she spoke about her current equation with Khushi. Sridevi passed away in UAE in 2018 days after attending a family wedding. Click for more updates and latest Bollywood news along with Entertainment updates. Also get latest news and top headlines from India and around the world at The Indian Express.",World
3 arrested for stealing Nike shoes worth Rs 1 crore worth near Bengaluru,"Bengaluru Rural district police have arrested three men for allegedly stealing 1,558 pairs of Nike shoes worth Rs 1.10 crore to sell them at half price in other cities to make quick money. According to the police, the men, who were arrested on Tuesday, have been identified as Shuban Pasha, 30, Mansar Ali, 26, and Shahidul Rehman, 26, all from Assam. The mastermind behind the crime, Saleh Ahmed Laskar, is absconding, they said. The incident took place on December 21 last year when Laskar, a driver, was assigned to take these shoes from the Nike showroom in Attibele to the e-commerce portal Myntra’s warehouse on Soukya Road. Laskar left the Nike godown around 6.30 pm but did not reach the Myntra godown in time. His supervisor, Manjunath, called him around 9.15 pm and Laskar told him he would arrive in another 10 minutes. However, Manjunath found his mobile phone switched off after a while. When Myntra godown staff informed Manjunath they had not received the consignment, he located the vehicle through the GPS equipment installed in the truck near Tarabanahalli. Around 1.30 am, Manjunath went to the spot and found the shoes were missing from the abandoned vehicle. Nagaraju B, who runs the transport services to these firms, filed a complaint with the Attibele police on December 23 about the missing truck. The police who reviewed the CCTV footage found that the shoes were unloaded from the vehicle and stored in a room. Later, it was loaded into another vehicle. By then, the police who had the registration numbers of these vehicles managed to flag them off when the shoes were being transported. A police officer said it was a well-planned attempt, adding Laskar was previously arrested in connection with the theft of branded clothes. He had joined just a week ago before the incident took place, said the officer. During questioning the accused confessed to the police that they wanted to take these shoes to some other metropolitan city to sell them at half price, the officer said.",World
Khushi Kapoor says father Boney Kapoor cried after watching The Archies; Janhvi Kapoor lists what her sister has in common with Sridevi: ‘My biases aside…’,"Sisters Janhvi Kapoor and Khushi Kapoor appeared as guests on the latest episode of Koffee with Karan, and they spoke candidly about their journey in the film business. Khushi also spoke about her family’s reaction to her debut movie. Khushi Kapoor, younger daughter of Boney Kapoor and Sridevi, made her debut with Zoya Akhtar’s The Archies. The film released last month on Netflix, and earned mixed reviews. During the episode, Karan asked Khushi about how she auditioned for the film. “I had just come back from New York, and I had no intention of starting out at that point. so when I went and auditioned, I was fully shaking. It was the first office I went to, first audition I had ever given, so I was scared. She (Zoya) made it really easy for me though, she calmed me down. I was freaking out, but I think it went well,” Khushi said. Indian Express Entertainment is now on WhatsApp Channels. Follow us for the latest news, interviews, reviews, photos and more. Once she landed the coveted part of Betty Cooper in the film, Khushi said she “immediately started howling” and crying. “I knew I wanted to do this for the longest time. In that moment I felt, ‘Okay, now it is happening for me.’ It was with Zoya and was the most ideal situation for me and I got really emotional.” The debutante revealed that Boney Kapoor got so emotional after watching The Archies that he started to cry. Janhvi added, “He cried for three days!” To which Khushi said, “I would get random messages from him saying, ‘You are just so good beta.’ It was really cute and sweet!”     A post shared by Netflix India (@netflix_in) Janhvi, who made her debut in 2018 with Karan Johar-backed Dhadak, said it was an “obviously” emotional moment for her to see Khushi act on screen and then listed what her younger sister has in common with mother Sridevi. “My biases aside, she is phenomenal, she is unreal. I have seen her for nine months, slog her a** off every day in every aspect of the film. She is a very quiet person and that is something she has in common with Mumma. But in front of the camera, she explodes. I didn’t know that all of this was cooking inside. I live with her, but I didn’t know that’s what it could convert to on screen. I really do think she is magical.” Apart from Khushi, The Archies also marked the acting debut of Shah Rukh Khan’s daughter, Suhana, and megastar Amitabh Bachchan’s grandson, Agastya Nanda. Ever since it was first announced, the film was attacked by a section that felt casting star kids in it was encouraging nepotism in the industry. It led to the three debutants being trolled, even before they were seen on screen. “I do read certain things sometimes, I try not to but you can’t help, you want to see what people are saying about you,” Khushi said when asked about trolling. “The first hate comment I read about myself was when I was 11 or 12 years old. Once you keep seeing it, you understand that it is not coming from anything concrete. It is just people taking out their own insecurities on you.” Click for more updates and latest Bollywood news along with Entertainment updates. Also get latest news and top headlines from India and around the world at The Indian Express.",World
"Oil markets in highly turbulent situation, says Minister Puri on petrol, diesel price cut","Oil Minister Hardeep Singh Puri on Wednesday responded to expectations of a reduction in petrol and diesel prices in view of softening international oil rates, by saying that global market is in a “highly turbulent” situation and it has to stabilise before any cut. Three state-owned fuel retailers — Indian Oil Corporation Ltd (IOCL), Bharat Petroleum Corporation Ltd (BPCL) and Hindustan Petroleum Corporation Ltd (HPCL) — which control roughly 90 per cent of the market, have kept petrol and diesel prices on freeze for a record 21 month in a row. This is despite the raw material (crude oil) cost surging last year, leading to heavy losses in the first half of 2022-23 fiscal year before easing rates propelled them to profitability in the last three quarters. “There has been no discussion with the oil marketing companies on any such issue,” Puri told reporters when asked if the government has held discussions with the three firms on a reduction in fuel prices. The oil companies, he said, make their own decisions of fuel pricing. “We are in highly turbulent situation. There are two areas on the global map which are in conflict situation,” he said referring to the Russia-Ukraine war and the Israel-Hamas conflict that has led to cargo ships being attacked in the Red Sea. Puri said 12 per cent of the global shipping traffic, 18 per cent of oil and 4-8 per cent of LNG trade goes through the Red Sea and the Suez Canal. “God forbid, if there is further challenge or there is a disruption, you see an impact,” he said. International oil prices rebounded in the aftermath of the attack on ships in the Red Sea. The rates have however eased in subsequent days. “In a highly volatile situation, our primary responsibility is to ensure availability and affordability,” Puri said. “We are navigating this very carefully.” He said oil companies don’t ask the government about price revisions. “Pray to god that there is no turbulence, things are normal,” he added. While at current prices, oil companies are making some money on petrol, and diesel — the most consumed fuel accounting for almost 40 per cent of all petroleum products consumed in the country — but it has been in a “touch-and-go” scenario in recent weeks. On some days there is profit on diesel but on other days there is loss. There is no consistent trend. Three retailers had been recouping losses they incurred for holding rates when crude oil prices shot through the roof last year. In May, international oil prices and retail pump rates had come at par, but the subsequent surge widened the gulf between cost and price realised. For oil companies to reduce prices, oil prices will have to stabilise. Petrol and diesel prices have been on a freeze since April 6 last year. Petrol costs Rs 96.72 a litre in the national capital and diesel comes for Rs 89.62 per litre. The three firms made bumper profits in April-September — the first half of the current fiscal — but considering the low earnings of last year, they are yet to recoup all losses, officials said.",Business
"Once Google’s highest paid executive, how Nikesh Arora became a billionaire","Chairman and CEO of Palo Alto Networks Nikesh Arora, once Google’s highest paid executive, is now a billionaire. Before joining Palo Alto Networks in June 2018, Arora served as president and chief operating officer of SoftBank Group Corp. During his tenure, he struck a $250-million deal for a minority stake in Legendary Entertainment, after an unsuccessful attempt at partnership with DreamWorks Animation, sources had told Reuters. Arora was also instrumental in SoftBank’s investments in Indian entities like Snapdeal, Ola, Grofers, Housing.com and Oyo Rooms. Ken Miyauchi, head of SoftBank’s Japanese telecommunications operations, replaced Nikesh Arora as president and chief operating officer, who stepped down from the post in 2016. During his decade-long tenure at Google, Arora oversaw sales, marketing and partnerships, an outsider’s job at a company, where engineering skills are prized above all else. He became one of the most powerful Google executives, and the highest paid in 2012, when he made $51 million in cash and stock. Arora advocated for Google to acquire online movie company Netflix in 2009, according to a former employee, who was present when Arora pitched the idea to the tech giant’s senior executive team. At the time, Netflix had a market cap of roughly $3 billion, compared to its current $27 billion valuation. Arora also proposed at the time that Google should acquire LoveFilm, a UK-based streaming video company that was later acquired by Amazon in 2011, the person said. Prior to joining Google, Nikesh held the role of chief marketing officer for the T-Mobile International Division of Deutsche Telekom AG. He was the chief executive officer and founder of T-Motion PLC, which merged with T-Mobile International in 2002. Besides SoftBank Group Corp, he has also served on the boards of Sprint Corp, Colgate-Palmolive Inc and Yahoo! Japan, among others. He holds an MS in Business Administration from Northeastern University, an MS in finance from Boston College and a B. Tech in electrical engineering from the Institute of Technology at Banaras Hindu University.",Business
India’s wheat output may touch new record of 114 million tonnes in 2023-24,"Wheat production is expected to touch a new record of 114 million tonnes in the ongoing 2023-24 crop year on higher coverage and provided weather conditions remain normal, a top food ministry official said on Wednesday. The last leg of sowing of wheat, the main rabi (winter) crop, is underway and will continue till next week. Till last week, wheat was planted in 320.54 lakh hectares, as per the official data. Wheat production stood at a record 110.55 million tonnes in the 2022-23 crop year (July-June), compared to 107.7 million tonnes achieved in the previous year. “We expect that total area under cultivation of wheat will increase this year and God willingly if the climate is alright, the production will be 114 million tonne that’s what the agriculture ministry has indicated informally to us,” Food Corporation of India (FCI) Chairman and Managing Director Ashok K Meena told reporters. Area sown to wheat crop is also showing an increase compared to the last year. There was a deficit of one per cent in some states but that will also be made up in the first week of January, he said. “If that is the level of production, we are very confident that we will be able to procure more than our requirement and also additional stocks needed for the Open Market Sale Scheme (OMSS) for next year,” he noted. When asked if the central nodal agency plans to step up procurement considering the opening wheat balance of 76 lakh tonnes to be on April 1, which is just enough to meet the buffer requirement, the FCI chief said: “We will try our best to provide minimum support price (MSP) to all farmers. Because of the open market sale, the indications are prices have stabilised and are not higher than it was last year. “Since the wheat MSP is higher by 7 per cent than the last year, we hope that lot of farmers will be willing to give their produce to the FCI,” Meena said. Last year, the FCI’s wheat procurement stood at 26.2 million tonnes, higher than the annual buffer requirement of 18.4 million tonnes. This year’s wheat crop will be ready for harvest from April onwards. FCI is the central nodal agency that buys rice and wheat to ensure MSP to the farmers and distributes the grains for free to 81 crore poor via ration shops. It also uses surplus grain via OMSS to boost domestic availability and check prices. Curbing wheat & rice inflation through OMSS:
According to FCI, 5.9 million tonnes of wheat has been sold in the open market through weekly e-auction under the OMSS since June 2023, which has helped stabilise the retail prices. “There has been hardly any increase in retail wheat prices on YoY basis,” the FCI Chairman said, adding that wheat OMSS will continue only till March 15. However in the case of rice, there is “of course an uptick in prices visible in the open market but the mere fact that we are making huge quantity of rice available through OMSS, I hope that the prices will also not increase substantially”, he said. There has been a lukewarm response for rice under OMSS and so far the FCI has been able to sell only 1.45 lakh tonnes at Rs 29 per kg through weekly auctions. The FCI is using surplus foodgrain stock of 15.6 million tonnes for undertaking market intervention to stabilise the prices of two key commodities. “Our OMSS intervention has helped stabilise prices of these two commodities. Rice and wheat being important part of CPI basket, we would hope that food related inflation will get controlled to the maximum possible,” he added. Launch of ‘Bharat rice’:
With a few takers for FCI rice under the OMSS, the FCI chief said there is a proposal under consideration to retail the grain under the ‘Bharat’ brand. The FCI has informed the food ministry that it has enough rice stock for the same. “The quantity and price at which Bharat rice to be sold is the decision of the ministry,” he said. Sources said not much offtake of FCI rice for this new scheme is expected. Status of this year’s rice procurement:
FCI has procured 31.1 million tonnes of rice so far in the ongoing 2023-24 marketing season (September-October), while the target set by state governments is 52.1 million tonnes. In terms of paddy, procurement was at 46.4 million tonnes so far this year, lower than 53.4 million tonnes in the year-ago period. “One reason for lower procurement is that the paddy prices in the open market are also very high. The other reason is the pace of procurement was slow in states like Telangana, Chhattisgarh and Madhya Pradesh due to assembly elections,” he said. However, the procurement is likely to pick up going forward when the states are about to announce bonus to farmers, he said. In West Bengal and Uttar Pradesh, paddy procurement is sluggish as open market prices this year remain high, he added. The FCI chief further said there is “no cause of concern about the availability of rice for buffer” because the quantity of rice procured so far is good enough to meet the requirement of welfare schemes. “The annual requirement of the rice for maintaining a buffer to meet all welfare scheme is 40-41 million tonnes. I am well on course to meet the requirement,” the FCI chief said.
In the 2022-23 marketing season, the FCI had purchased 56.9 million tonnes of rice. According to the FCI, total foodgrain stock was at 34.4 million tonnes as on January 1. About 32.8 million tonnes of rice is being milled, which will take the total central pool stock to 67.2 million tonnes. On funds required for undertaking procurement, the FCI chief said, “Till now, the flow of funds under food subsidy is extremely comfortable. Right now, there is zero short-term loan with FCI.”",Business
"Sensex falls 535 points dragged by HDFC & IT shares, weak global trends","Stock markets declined for a second day in a row on Wednesday with benchmark Sensex closing lower by 535 points due to selling in HDFC Bank and IT shares amid weak global trends. The 30-share BSE Sensex fell by 535.88 points or 0.75 per cent to settle at 71,356.60. During the day, it tumbled 588.51 points or 0.81 per cent to 71,303.97. The broader Nifty of the National Stock Exchange slipped 148.45 points or 0.69 per cent to 21,517.35. Among the Sensex firms, JSW Steel, Tata Steel, Tech Mahindra, Infosys, Wipro, Tata Consultancy Services, Nestle, HCL Technologies, HDFC Bank and Maruti were the major laggards. IndusInd Bank, ITC, Bharti Airtel and State Bank of India were among the winners. In Asian markets, Seoul and Hong Kong settled lower while Shanghai ended in the green. European markets were trading lower. The US markets ended mostly lower on Tuesday. “The lack of fresh triggers and concerns over valuation influenced investors to stay sidelined. Weak global indicators, like contraction in China & Euro zone manufacturing data, added concerns about global economic recovery in 2024. Importantly, the market was waiting for the FED minutes later today for rate insights,” said Vinod Nair, Head of Research at Geojit Financial Services. India’s manufacturing sector growth fell to an 18-month low in December amid softer increase in factory orders and output, despite minimal inflation, a monthly survey said on Wednesday. The HSBC India Manufacturing PMI survey, conducted by S&P Global, showed that there were softer, albeit sharp, increase in factory orders and output, while business confidence towards the year-ahead outlook strengthened. The seasonally adjusted HSBC India Manufacturing Purchasing Managers’ Index (PMI) fell from 56 in November to an 18-month low of 54.9 in December. Global oil benchmark Brent crude declined 0.55 per cent to USD 75.47 a barrel. Foreign Institutional Investors (FIIs) bought equities worth Rs 1,602.16 crore on Tuesday, according to exchange data. Sensex fell by 379.46 points or 0.53 per cent to settle at 71,892.48 on Tuesday. The Nifty declined by 76.10 points or 0.35 per cent to 21,665.80.",Business
Adani stocks rally as SC says no ground to transfer Hindenburg probe from SEBI to SIT,"Adani Group Stocks Today: Shares of Adani Group of companies made heavy gains on Wednesday morning in intra-day trading as the Supreme Court ruled that there was no ground to order an investigation by a SIT or other probe agency into allegations raised by US-based short seller Hindenburg group against the group. A three-judge bench presided by Chief Justice of India D Y Chandrachud noted that SEBI had completed the investigation in 20 out of the 22 matters in connection with the allegations levelled against the Adani group, and directed that probe into the other two pending cases be completed expeditiously, preferably within three months. Adani Energy Solutions surged 17.83 per cent, NDTV jumped 11.39 per cent, Adani Total Gas climbed 9.99 per cent, Adani Green Energy soared 9.13 per cent and Adani Enterprises surged 9.11 per cent on the BSE. Similarly, shares of Adani Wilmar went up by 8.52 per cent, Adani Ports climbed 6 per cent, Adani Power (4.99 per cent), Ambuja Cements (3.46 per cent) and ACC 2.96 per cent. Two of the group firms — Adani Ports and Ambuja Cements — also hit their 52-week high levels during the morning trade. In the equity market, the 30-share BSE Sensex traded 319.47 points lower at 71,544.60, and the Nifty quoted 104.30 points down at 21,561.50. The Supreme Court rejected allegations of conflict of interest raised by the petitioners against some of the members of its expert committee and said the charges were “unsubstantiated”. The court said that the facts of the case do not warrant a transfer of investigation from SEBI. The judgment said that though it has the power to transfer the investigation in an appropriate case, such power is exercised in an extraordinary case when the competent authority portrays glaring, wilful and deliberate inaction in carrying out the investigation. “The threshold for the transfer of investigation has not been demonstrated to exist” in the case, the court said. It rejected the reliance placed by the petitioners on the report by the Organized Crime and Corruption Reporting Project (OCCPR) to suggest that SEBI was lackadaisical in conducting the investigation and said “a report by a third party organisation without any attempt to verify the authenticity of its allegations cannot be regarded as conclusive proof”. After the Hindenburg report accused the Adani group of “brazen stock manipulation and accounting fraud scheme over the course of decades” in January last year, the OCCRP, in September, made fresh allegations of stock manipulation against the group. The OCCRP report said, “in at least two cases … [supposedly public] investors turn out to have widely reported ties to the group’s majority shareholders, the Adani family”, and helped manipulate Adani companies’ stock prices. With inputs from PTI",Business
Higher borrowing by states to widen yield spread with G-sec,"As six states — Andhra Pradesh, Karnataka, Gujarat, Punjab, Rajasthan and Bihar — tapped the market on Tuesday for borrowing Rs 16,000 crore in the first weekly auction for January-March, the spread between the yields on state development loans (SDL) and the Centre’s G-sec (government securities) widened to over 50 basis points (bps). With states anticipating higher expenditure and having proposed record borrowing of Rs 4.13 lakh crore in the January-March quarter (Q4), the yield spread between the 10-year state governments’ loans and the benchmark 10-year G-sec is expected to widen further amid concerns of higher supply of dated securities, experts said. “The Q4 FY24 SDL calendar implies that there will be a significant supply of duration, when seen in conjunction with G-sec supply…the gross supply from states and Centre is likely to be concentrated in the 15-year to 50-year segment, at around 35% of total Q4 FY24 supply. This is likely to result in steepening of the curve. Moreover, the large supply for states will further widen the spreads between SDLs and G-sec,” Gaura Sen Gupta, Economist, IDFC First Bank said. The higher supply of state government securities along with G-sec supply is expected to weigh on state government bonds this quarter, with higher borrowing expected to lead to a rise in the borrowing cost for states compared with Centre. The weighted average cut-off of state government securities increased by a sharp 8 bps to 7.71 per cent on Tuesday from 7.63 per cent last week and the spread between the cut-off of 10-year state government securities and the 10-year G-sec (7.18 per cent, 2033 bond) yield widened to 53 bps on Tuesday from 48 bps last week, highest since January 2022, ICRA said.  “In our view, if the weekly SGS auctions in Q4 FY2024 are closer to the indicated amount, the spreads between the 10-year SGS and 10-year G-sec yield may widen to 50-60 bps in this quarter, especially in February-March 2024,” Aditi Nayar, Chief Economist, ICRA said. Last week, the Reserve Bank of India had released the indicative calendar of market borrowings by state governments and union territories (UTs), wherein a record borrowing of Rs 4.13 lakh crore has been proposed by states and UTs in the last quarter of this financial year, over 37.4 per cent higher year-on-year. Estimates by economists had pegged states’ borrowing to be around Rs 3.4-3.5 lakh crore in Q4. Among states, Karnataka, West Bengal, Madhya Pradesh and Tamil Nadu constitute the majority share in the proposed borrowing, with Karnataka and West Bengal accounting for nearly 80 per cent of the incremental indicated borrowing amount of Rs 1.1 lakh crore for Q4. However, the actual borrowing by states could turn out to be lower than the indicated borrowing. ICRA said some states may have estimated their Q4 borrowing by subtracting their actual issuance in nine months so far from the total permitted borrowing for FY2024 by the Government of India. Release of additional funds under the capex loan scheme in Q4 and tax devolution could also help limit the total states’ borrowing, it said. After a gap of 10 quarters, the actual borrowing by states had exceeded the indicated amount by 4 per cent or Rs 8,700 crore in October-December. The total borrowing by states in April-December stood at Rs 6 lakh crore, 90 per cent of the amount indicated for this period (Rs 6.7 lakh crore) compared with 70 per cent in the year-ago period (Rs 4.6 lakh crore actual borrowing vs Rs 6.5 lakh crore indicated). Though the Centre has given two advance instalments of tax devolution to states/UTs by December-end, a slower nominal GDP growth, moderation in indirect tax and own tax revenue of states and grants by Centre are being seen as the likely factors to have pushed states to indicate higher borrowing. “Grants from Centre are tracking 26.4 per cent YoY lower in FY24 (Apr-Oct) v/s full year budgeted growth of 24.6 per cent in FY24 Budget Estimate. Grants from Centre consist of Central sector schemes, centrally sponsored schemes, finance commission grants and GST compensation cess. A part of the decline was expected with the discontinuation of sharing of GST cess revenue with states since June 2022…the sharper than budgeted decline is likely due to reduction in 15th Finance Commission Grants. Data from Centre (Department of Expenditure), indicates a 31% YoY decline in FY24 (Apr-Nov), led by revenue deficit grants and grants for rural bodies,” Sen Gupta said. From actors to accused: Contributing to a Mumbai Police fundPremium Story India's dark chocolate market: Who is taking the biggest bite?Premium Story UPSC Key, January 2: What to read today and whyPremium Story Despite Houthi threat, smooth sailing for Russian oil in RedPremium Story Vandita Mishra writes: If life gives oranges make marmaladePremium Story How the United States’ climate response has been lackingPremium Story Expert Explains: How the Northeast was ‘invented’, 52 years agoPremium Story ISRO’s New Year launch: Space observatory, X-ray telescopePremium Story Tavleen Singh writes: Modi's guarantees vs Rahul's promisesPremium Story Indian economy in 2024: On the cusp of take-offPremium Story 10 extremely useful free websites we tried in 2023Premium Story  Aanchal Magazine is Senior Assistant Editor with The Indian Express and reports on the macro economy and fiscal policy, with a special focus on economic science, labour trends, taxation and revenue metrics. With over 12 years of newsroom experience, she has also reported in detail on macroeconomic data such as trends and policy actions related to inflation, GDP growth and fiscal arithmetic. Interested in the history of her homeland, Kashmir, she likes to read about its culture and tradition in her spare time, along with trying to map the journeys of displacement from there.

                         ... Read More 
",Business
"Exports from labour intensive sectors lagging, says GTRI","India’s exports from the labour- intensive sector such as textiles, garments, gems and jewellery, and leather exports have slowed despite the free trade agreements (FTAs) in the past as efficient suppliers from China, Vietnam and Bangladesh gained market share in global trade, a report by think tank Global Trade Research Initiative (GTRI) said. Overall goods exports have been on the decline for the better part of the ongoing financial year due to demand slowdown in the west – a key consumer of Indian textile and gems and jewellery exports. Property crisis in China has also resulted in slowing of Indian exports. The think tank said that among the key reasons for weak exports in these sectors are non-tariff barriers (NTBs) imposed by consumer nations and that India should use the ongoing free trade agreements negotiations to eliminate such barriers. NTBs are trade restrictions in the form of regulations or quotas designed to limit imports without the explicit use of tariffs. At a time when India is signing free trade agreements with developed nations such as the UK, GTRI said that mere signing of an FTA may not result in a rise in India’s labour-intensive Goods exports and India’s export of apparel to Japan is an example.
“Most-favored nation (MFN) duties on Apparel in Japan are 10 per cent. During the FTA negotiations in 2008-2010, it was thought that if Japan could reduce duties to zero post-FTA, India’s apparel exports to Japan would get a significant boost. Both countries agreed to eliminate duties on all apparel from day one of the entry into force of the India –Japan FTA. But data from the past 12 years show that the expected gains did not happen,” GTRI said.
“Competition from more efficient suppliers from China, Vietnam, or Bangladesh could be a reason. Developed countries with high per capita income prefer high-fashion branded apparel produced in large units. While developed countries buy 70 per cent of apparel from mixed synthetics, their share in India’s exports is less than 40 per cent. On average, India’s labor-intensive manufacturing units employ 20 workers compared to 1,000 in China,” it added. Earlier this year, Federation of Indian Export Organisations (FIEO) had also said that an analysis of sector-wise export performance for the last five years revealed the troubling pattern that India is experiencing a decline in global market share across labour-intensive sectors. FIEO said that India’s export growth during the last few years can largely be attributed to a rerouting of crude oil trade routes via India to Europe and that “this phenomenon may not be sustainable in the coming years.",Business
India’s domestic air passenger traffic at record high in 2023,"India’s domestic air passenger traffic hit a record high in 2023, dwarfing the pre-pandemic peaks and marking the sector’s full recovery from Covid-19’s impact. Domestic air traffic in 2023 is estimated at an all-time high of 15.2 crore passengers, beating the previous record of 14.4 crore passengers in 2019, as per data compiled and analysed by aviation analytics firm Network Thoughts. “With this, the recovery is complete and a year ahead of IATA’s (International Air Transport Association) original estimation of traffic reaching pre-Covid levels by 2024. While the year recorded an all-time high, the month of December 2023 recorded highest ever monthly traffic in the history of civil aviation in India,” the firm said in a recent report on India’s domestic aviation landscape in 2023. “The resilience in traffic comes at a time when airlines have not been able to deploy full capacity owing to a mix of financial and engine issues at various airlines and suspension of services by one airline (Go First). This has led to higher load factors across airlines in 2023,” the report said. The data suggests that the industry has fully recovered from the impact of Go First’s grounding. The airline has not operated since early May after it voluntarily filed for insolvency. The official monthly aviation traffic data, which is released by the Directorate General of Civil Aviation (DGCA), has not been released yet for December 2023. It is expected to be released in the next two to three weeks. On an average, Indian carriers ferried 4.17 lakh passengers a day on domestic flights in 2023, and the average daily domestic flight count stood at 2,891. Except November, the domestic air passenger traffic in all months of 2023 was higher than the corresponding months of 2019. On the outlook for 2024, the report said, “With a 5 per cent growth over 2023 (same as last year), the domestic air traffic would reach 15.97 crore. A more realistic figure of 10 per cent growth will take the traffic to 16.72 crore domestic passengers while 15 per cent growth—which has been recorded in the past—will take the domestic air traffic to 17.48 crore domestic passengers in 2024”. India is the third-largest and fastest-growing aviation market in the world, and has huge potential for growth as a sizable section of the population remains untapped. With primary players IndiGo and the Air India group embarking on massive network and capacity expansion plans with mega aircraft orders, the sector is expected to witness significant growth over the coming years.",Business
